measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,11,30-34 years,605,Polycystic ovarian syndrome,3,Rate,1991,15.183243656623834,32.654490477444504,6.54118163526313
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,11,30-34 years,605,Polycystic ovarian syndrome,3,Rate,1991,7.2732909860095925,15.642613437130699,3.1334488533255818
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,12,35-39 years,605,Polycystic ovarian syndrome,1,Number,1991,6680.015889186328,14227.769811208924,2893.4795997251986
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,12,35-39 years,605,Polycystic ovarian syndrome,1,Number,1991,6680.015889186328,14227.769811208924,2893.4795997251986
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,12,35-39 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0007060307225802502,0.001374430282295308,0.00032321990700557776
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,12,35-39 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0003185258864201248,0.0006257037553335067,0.00014455549902846687
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,12,35-39 years,605,Polycystic ovarian syndrome,3,Rate,1991,14.670935298405235,31.247633808588862,6.354783087199302
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,12,35-39 years,605,Polycystic ovarian syndrome,3,Rate,1991,7.066878650216166,15.051749035775085,3.0610509836114685
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,13,40-44 years,605,Polycystic ovarian syndrome,1,Number,1991,4907.53539289987,10345.91545484717,2121.4932559766225
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,13,40-44 years,605,Polycystic ovarian syndrome,1,Number,1991,4907.53539289987,10345.91545484717,2121.4932559766225
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,13,40-44 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0005657041143471898,0.0011015055678865004,0.00025464895210011176
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,13,40-44 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.00024294291890771685,0.0004802532564394896,0.0001080095582141076
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,13,40-44 years,605,Polycystic ovarian syndrome,3,Rate,1991,14.399933231965676,30.35749716423919,6.22499050792932
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,13,40-44 years,605,Polycystic ovarian syndrome,3,Rate,1991,6.8817317835044065,14.507855678041341,2.974924559742743
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,14,45-49 years,605,Polycystic ovarian syndrome,1,Number,1991,3215.9272521818766,6686.547409204426,1448.966876923565
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,14,45-49 years,605,Polycystic ovarian syndrome,1,Number,1991,3215.9272521818766,6686.547409204426,1448.966876923565
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,14,45-49 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.00043098398727938055,0.0008317237604161588,0.00020233381798842538
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,14,45-49 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.00018100264784380677,0.0003503526852093106,8.46460272626597e-05
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,14,45-49 years,605,Polycystic ovarian syndrome,3,Rate,1991,12.643782862629369,26.288919777429232,5.696777672608768
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,14,45-49 years,605,Polycystic ovarian syndrome,3,Rate,1991,5.989334966668629,12.453009369868292,2.698552330627212
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,15,50-54 years,605,Polycystic ovarian syndrome,1,Number,1991,712.3481081032526,1593.407787924792,310.95625371738606
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,15,50-54 years,605,Polycystic ovarian syndrome,1,Number,1991,712.3481081032526,1593.407787924792,310.95625371738606
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,15,50-54 years,605,Polycystic ovarian syndrome,2,Percent,1991,7.947602453414327e-05,0.00016803768723542195,3.495606612176054e-05
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,15,50-54 years,605,Polycystic ovarian syndrome,2,Percent,1991,3.2877397553782365e-05,6.871885723972522e-05,1.4234759072980675e-05
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,15,50-54 years,605,Polycystic ovarian syndrome,3,Rate,1991,3.170605096184704,7.092132056259295,1.3840416946596867
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,15,50-54 years,605,Polycystic ovarian syndrome,3,Rate,1991,1.4936183936978178,3.3409833670265816,0.6519986154302139
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,16,55-59 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,16,55-59 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,16,55-59 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,16,55-59 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,16,55-59 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,16,55-59 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,17,60-64 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,17,60-64 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,17,60-64 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,17,60-64 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,17,60-64 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,17,60-64 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,18,65-69 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,18,65-69 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,18,65-69 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,18,65-69 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,18,65-69 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,18,65-69 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,19,70-74 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,19,70-74 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,19,70-74 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,19,70-74 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,19,70-74 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,19,70-74 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,20,75-79 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,20,75-79 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,20,75-79 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,20,75-79 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,20,75-79 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,20,75-79 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1991,47047.08606079011,98106.10766232718,20225.13061542846
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,22,All ages,605,Polycystic ovarian syndrome,1,Number,1991,47047.08606079011,98106.10766232718,20225.13061542846
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1991,0.0002508458867783394,0.0005112220533867904,0.00011257638264902592
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1991,0.00011232107950260053,0.0002301562525145494,5.012386282405842e-05
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1991,8.154107515970756,17.003555731769858,3.505379469190991
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1991,3.94422207841024,8.224787298593933,1.6955865578800946
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,27,Age-standardized,605,Polycystic ovarian syndrome,3,Rate,1991,7.201195947625648,15.038014174105637,3.1035660534644847
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,27,Age-standardized,605,Polycystic ovarian syndrome,3,Rate,1991,3.469883568681744,7.245726983669543,1.4952475028922645
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,30,80-84 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,30,80-84 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,30,80-84 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,30,80-84 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,30,80-84 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,30,80-84 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,31,85-89 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,31,85-89 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,31,85-89 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,31,85-89 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,31,85-89 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,31,85-89 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,32,90-94 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,32,90-94 years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,32,90-94 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,32,90-94 years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,32,90-94 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,32,90-94 years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,235,95+ years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,235,95+ years,605,Polycystic ovarian syndrome,1,Number,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,235,95+ years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,235,95+ years,605,Polycystic ovarian syndrome,2,Percent,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,235,95+ years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,235,95+ years,605,Polycystic ovarian syndrome,3,Rate,1991,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,1,<5 years,605,Polycystic ovarian syndrome,1,Number,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,1,<5 years,605,Polycystic ovarian syndrome,1,Number,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,1,<5 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,1,<5 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,1,<5 years,605,Polycystic ovarian syndrome,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,1,<5 years,605,Polycystic ovarian syndrome,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,6,5-9 years,605,Polycystic ovarian syndrome,1,Number,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,6,5-9 years,605,Polycystic ovarian syndrome,1,Number,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,6,5-9 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,6,5-9 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,6,5-9 years,605,Polycystic ovarian syndrome,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,6,5-9 years,605,Polycystic ovarian syndrome,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,7,10-14 years,605,Polycystic ovarian syndrome,1,Number,1990,1078.8727633898513,2451.370115477923,404.8004613501621
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,7,10-14 years,605,Polycystic ovarian syndrome,1,Number,1990,1078.8727633898513,2451.370115477923,404.8004613501621
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,7,10-14 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.00026671387962228107,0.0005583578920686494,0.00010685097976979093
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,7,10-14 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.00011409208497760264,0.00024330670542960068,4.534700095946978e-05
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,7,10-14 years,605,Polycystic ovarian syndrome,3,Rate,1990,2.179843293171238,4.952949862702246,0.8178921562300282
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,7,10-14 years,605,Polycystic ovarian syndrome,3,Rate,1990,1.054694755960654,2.3964338459983687,0.39572870711371755
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,8,15-19 years,605,Polycystic ovarian syndrome,1,Number,1990,6632.7834154132115,14262.856460267645,2855.245237882569
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,8,15-19 years,605,Polycystic ovarian syndrome,1,Number,1990,6632.7834154132115,14262.856460267645,2855.245237882569
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,8,15-19 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0009969622995813785,0.0020517731023895224,0.000438103740954565
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,8,15-19 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0004355174157150001,0.0009102628780324354,0.00019147094647193442
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,8,15-19 years,605,Polycystic ovarian syndrome,3,Rate,1990,10.761604615343447,23.141298652103668,4.632598172666278
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,8,15-19 years,605,Polycystic ovarian syndrome,3,Rate,1990,5.23646837868514,11.260279759830464,2.2541669861885505
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,9,20-24 years,605,Polycystic ovarian syndrome,1,Number,1990,9226.234185340423,19122.247383544207,3909.870887040134
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,9,20-24 years,605,Polycystic ovarian syndrome,1,Number,1990,9226.234185340423,19122.247383544207,3909.870887040134
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,9,20-24 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0010790686831195003,0.0021502144153908234,0.0004958853354027652
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,9,20-24 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0005021696915201328,0.000997686494789959,0.00021711033076052792
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,9,20-24 years,605,Polycystic ovarian syndrome,3,Rate,1990,14.307138445537241,29.652904447285596,6.063044028726304
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,9,20-24 years,605,Polycystic ovarian syndrome,3,Rate,1990,6.989523344634729,14.486451547211743,2.962003054604492
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,10,25-29 years,605,Polycystic ovarian syndrome,1,Number,1990,7874.815943716811,16206.908522699134,3363.4082229683945
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,10,25-29 years,605,Polycystic ovarian syndrome,1,Number,1990,7874.815943716811,16206.908522699134,3363.4082229683945
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,10,25-29 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0010039462532897532,0.0019538011620865254,0.0004391091208665577
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,10,25-29 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.000484754449058252,0.0009541843587453967,0.0002116495182951992
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,10,25-29 years,605,Polycystic ovarian syndrome,3,Rate,1990,14.729481864874822,30.314278692602603,6.291100741714723
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,10,25-29 years,605,Polycystic ovarian syndrome,3,Rate,1990,7.166125041931692,14.748374291779767,3.0607196492108315
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,11,30-34 years,605,Polycystic ovarian syndrome,1,Number,1990,6356.53112823944,13582.568295942401,2743.2235961843808
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,11,30-34 years,605,Polycystic ovarian syndrome,1,Number,1990,6356.53112823944,13582.568295942401,2743.2235961843808
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,11,30-34 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0008681251560472632,0.0017139969622507484,0.000388350043270705
2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,11,30-34 years,605,Polycystic ovarian syndrome,2,Percent,1990,0.0004040479648256297,0.0008066726186611937,0.00017810123439426556
